name,genre,year,score,votes,director,star
Man on a Ledge,Action,2012,6.6,147000.0,Asger Leth,Sam Worthington
Diary of a Wimpy Kid: Dog Days,Animation,2012,6.3,23000.0,David Bowers,Zachary Gordon
The Lucky One,Drama,2012,6.5,103000.0,Scott Hicks,Zac Efron
Rise of the Guardians,Animation,2012,7.3,161000.0,Peter Ramsey,Hugh Jackman
The Iceman,Biography,2012,6.8,72000.0,Ariel Vromen,Michael Shannon
Maniac,Horror,2012,6.1,36000.0,Franck Khalfoun,Elijah Wood
Byzantium,Drama,2012,6.5,42000.0,Neil Jordan,Saoirse Ronan
Frances Ha,Comedy,2012,7.5,78000.0,Noah Baumbach,Greta Gerwig
Madagascar 3: Europe's Most Wanted,Animation,2012,6.8,168000.0,Eric Darnell,Ben Stiller
The Five-Year Engagement,Comedy,2012,6.2,96000.0,Nicholas Stoller,Jason Segel
House at the End of the Street,Drama,2012,5.6,74000.0,Mark Tonderai,Jennifer Lawrence
The Sessions,Biography,2012,7.2,42000.0,Ben Lewin,John Hawkes
The Woman in Black,Drama,2012,6.4,177000.0,James Watkins,Daniel Radcliffe
The Three Stooges,Comedy,2012,5.1,30000.0,Bobby Farrelly,Sean Hayes
Think Like a Man,Comedy,2012,6.5,45000.0,Tim Story,Chris Brown
The Vow,Drama,2012,6.8,187000.0,Michael Sucsy,Rachel McAdams
Taken 2,Action,2012,6.3,294000.0,Olivier Megaton,Liam Neeson
Compliance,Crime,2012,6.4,33000.0,Craig Zobel,Ann Dowd
Rust and Bone,Drama,2012,7.5,65000.0,Jacques Audiard,Marion Cotillard
The Company You Keep,Drama,2012,6.4,32000.0,Robert Redford,Robert Redford
Hit and Run,Action,2012,6.1,35000.0,David Palmer,Dax Shepard
Act of Valor,Action,2012,6.5,67000.0,Mike McCoy,Alex Veadov
Passion,Adventure,2012,5.3,22000.0,Brian De Palma,Rachel McAdams
On the Road,Adventure,2012,6.1,40000.0,Walter Salles,Sam Riley
Bullet to the Head,Action,2012,5.7,48000.0,Walter Hill,Sylvester Stallone
LOL,Comedy,2012,4.4,54000.0,Lisa Azuelos,Miley Cyrus
Gone,Action,2012,5.9,43000.0,Heitor Dhalia,Amanda Seyfried
The First Time,Comedy,2012,6.8,68000.0,Jonathan Kasdan,Dylan O'Brien
Ice Age: Continental Drift,Animation,2012,6.5,197000.0,Steve Martino,Ray Romano
V/H/S,Horror,2012,5.8,58000.0,Directors,Calvin Reeder
No One Lives,Horror,2012,6.0,20000.0,Ryûhei Kitamura,Luke Evans
Mirror Mirror,Adventure,2012,5.6,85000.0,Tarsem Singh,Lily Collins
About Cherry,Drama,2012,4.8,10000.0,Stephen Elliott,Ashley Hinshaw
Hitchcock,Biography,2012,6.8,73000.0,Sacha Gervasi,Anthony Hopkins
The Lords of Salem,Horror,2012,5.2,28000.0,Rob Zombie,Sheri Moon Zombie
Step Up Revolution,Drama,2012,6.4,55000.0,Scott Speer,Kathryn McCormick
Ruby Sparks,Comedy,2012,7.2,97000.0,Jonathan Dayton,Paul Dano
Stuck in Love.,Comedy,2012,7.2,85000.0,Josh Boone,Greg Kinnear
The Paperboy,Crime,2012,5.8,37000.0,Lee Daniels,Matthew McConaughey
The Possession,Horror,2012,5.9,58000.0,Ole Bornedal,Natasha Calis
Silent Hill: Revelation,Action,2012,5.0,61000.0,M.J. Bassett,Adelaide Clemens
Safe,Action,2012,6.5,106000.0,Boaz Yakin,Jason Statham
The Brass Teapot,Comedy,2012,6.4,15000.0,Ramaa Mosley,Juno Temple
Alex Cross,Action,2012,5.2,33000.0,Rob Cohen,Tyler Perry
Amour,Drama,2012,7.9,95000.0,Michael Haneke,Jean-Louis Trintignant
What to Expect When You're Expecting,Comedy,2012,5.7,71000.0,Kirk Jones,Cameron Diaz
Trouble with the Curve,Drama,2012,6.8,61000.0,Robert Lorenz,Clint Eastwood
Here Comes the Boom,Action,2012,6.4,87000.0,Frank Coraci,Kevin James
The Collection,Horror,2012,6.1,47000.0,Marcus Dunstan,Josh Stewart
John Dies at the End,Comedy,2012,6.4,37000.0,Don Coscarelli,Chase Williamson
To Rome with Love,Comedy,2012,6.3,86000.0,Woody Allen,Woody Allen
The Giant Mechanical Man,Comedy,2012,6.7,9800.0,Lee Kirk,Jenna Fischer
ParaNorman,Animation,2012,7.0,96000.0,Chris Butler,Kodi Smit-McPhee
Contraband,Action,2012,6.4,119000.0,Baltasar Kormákur,Mark Wahlberg
Red Lights,Drama,2012,6.2,59000.0,Rodrigo Cortés,Sigourney Weaver
Arbitrage,Drama,2012,6.6,51000.0,Nicholas Jarecki,Richard Gere
The Man with the Iron Fists,Action,2012,5.4,61000.0,RZA,Russell Crowe
Cosmopolis,Crime,2012,5.1,45000.0,David Cronenberg,Robert Pattinson
The Campaign,Comedy,2012,6.1,126000.0,Jay Roach,Will Ferrell
Frankenweenie,Animation,2012,6.9,101000.0,Tim Burton,Winona Ryder
A Royal Affair,Biography,2012,7.5,45000.0,Nikolaj Arcel,Alicia Vikander
The Guilt Trip,Comedy,2012,5.7,36000.0,Anne Fletcher,Barbra Streisand
Stand Up Guys,Comedy,2012,6.5,54000.0,Fisher Stevens,Al Pacino
Deadfall,Crime,2012,6.3,39000.0,Stefan Ruzowitzky,Eric Bana
The Bay,Horror,2012,5.7,26000.0,Barry Levinson,Will Rogers
The Words,Drama,2012,7.0,76000.0,Brian Klugman,Bradley Cooper
The Broken Circle Breakdown,Drama,2012,7.7,40000.0,Felix van Groeningen,Veerle Baetens
Thanks for Sharing,Comedy,2012,6.4,27000.0,Stuart Blumberg,Mark Ruffalo
Starlet,Drama,2012,6.9,7200.0,Sean Baker,Dree Hemingway
The Angels' Share,Comedy,2012,7.0,24000.0,Ken Loach,Paul Brannigan
Universal Soldier: Day of Reckoning,Action,2012,5.0,20000.0,John Hyams,Jean-Claude Van Damme
Promised Land,Drama,2012,6.6,37000.0,Gus Van Sant,Matt Damon
Beasts of the Southern Wild,Adventure,2012,7.3,82000.0,Benh Zeitlin,Quvenzhané Wallis
Red Tails,Action,2012,5.9,34000.0,Anthony Hemingway,Cuba Gooding Jr.
In the House,Drama,2012,7.4,31000.0,François Ozon,Fabrice Luchini
The Cold Light of Day,Action,2012,4.9,36000.0,Mabrouk El Mechri,Henry Cavill
The Apparition,Horror,2012,4.1,19000.0,Todd Lincoln,Ashley Greene
To the Wonder,Drama,2012,5.9,28000.0,Terrence Malick,Ben Affleck
Lockout,Action,2012,6.1,96000.0,James Mather,Guy Pearce
Chasing Mavericks,Biography,2012,7.1,31000.0,Michael Apted,Jonny Weston
One for the Money,Action,2012,5.3,41000.0,Julie Anne Robinson,Katherine Heigl
Bachelorette,Comedy,2012,5.3,46000.0,Leslye Headland,Kirsten Dunst
Lay the Favorite,Comedy,2012,4.8,11000.0,Stephen Frears,Rebecca Hall
Kahaani,Mystery,2012,8.1,59000.0,Sujoy Ghosh,Vidya Balan
Parental Guidance,Comedy,2012,6.0,25000.0,Andy Fickman,Billy Crystal
The Raven,Crime,2012,6.4,83000.0,James McTeigue,John Cusack
Liberal Arts,Comedy,2012,6.7,37000.0,Josh Radnor,Josh Radnor
Stolen,Action,2012,5.5,44000.0,Simon West,Nicolas Cage
Kon-Tiki,Adventure,2012,7.2,47000.0,Joachim Rønning,Pål Sverre Hagen
Paranormal Activity 4,Horror,2012,4.6,63000.0,Henry Joost,Stephen Dunham
Quartet,Comedy,2012,6.8,19000.0,Dustin Hoffman,Maggie Smith
28 Hotel Rooms,Drama,2012,5.8,3200.0,Matt Ross,Marin Ireland
Playing for Keeps,Comedy,2012,5.7,29000.0,Gabriele Muccino,Gerard Butler
Upside Down,Drama,2012,6.4,70000.0,Juan Solanas,Jim Sturgess
Great Expectations,Drama,2012,6.4,13000.0,Mike Newell,Toby Irvine
The Odd Life of Timothy Green,Comedy,2012,6.6,46000.0,Peter Hedges,Jennifer Garner
Premium Rush,Action,2012,6.5,111000.0,David Koepp,Joseph Gordon-Levitt
Not Fade Away,Drama,2012,6.0,4400.0,David Chase,John Magaro
Disconnect,Drama,2012,7.5,74000.0,Henry Alex Rubin,Jason Bateman
Sightseers,Adventure,2012,6.5,27000.0,Ben Wheatley,Alice Lowe
The Pirates! Band of Misfits,Animation,2012,6.7,46000.0,Peter Lord,Hugh Grant
Chernobyl Diaries,Horror,2012,5.0,65000.0,Bradley Parker,Jesse McCartney
Celeste & Jesse Forever,Comedy,2012,6.6,30000.0,Lee Toland Krieger,Rashida Jones
Talaash,Crime,2012,7.2,40000.0,Reema Kagti,Aamir Khan
Hope Springs,Comedy,2012,6.3,42000.0,David Frankel,Meryl Streep
People Like Us,Comedy,2012,7.1,42000.0,Alex Kurtzman,Chris Pine
The ABCs of Death,Comedy,2012,4.7,18000.0,Directors,Ingrid Bolsø Berdal
Into the White,Action,2012,7.2,20000.0,Petter Næss,Florian Lukas
The Sweeney,Action,2012,6.1,19000.0,Nick Love,Ray Winstone
Vamps,Comedy,2012,5.2,9700.0,Amy Heckerling,Alicia Silverstone
Barfi!,Comedy,2012,8.1,78000.0,Anurag Basu,Ranbir Kapoor
Bel Ami,Crime,2012,5.4,18000.0,Declan Donnellan,Robert Pattinson
Unfinished Song,Comedy,2012,7.0,7400.0,Paul Andrew Williams,Terence Stamp
A Thousand Words,Comedy,2012,5.9,41000.0,Brian Robbins,Eddie Murphy
Like Someone in Love,Drama,2012,7.0,11000.0,Abbas Kiarostami,Rin Takanashi
Escape from Planet Earth,Animation,2012,5.9,25000.0,Cal Brunker,Brendan Fraser
The Reluctant Fundamentalist,Drama,2012,6.9,14000.0,Mira Nair,Riz Ahmed
Much Ado About Nothing,Comedy,2012,7.1,16000.0,Joss Whedon,Alexis Denisof
Ginger & Rosa,Drama,2012,6.3,11000.0,Sally Potter,Elle Fanning
"For a Good Time, Call...",Comedy,2012,6.0,16000.0,Jamie Travis,Ari Graynor
Big Miracle,Biography,2012,6.5,19000.0,Ken Kwapis,Drew Barrymore
What Maisie Knew,Drama,2012,7.4,27000.0,Scott McGehee,Julianne Moore
The Devil Inside,Horror,2012,4.2,35000.0,William Brent Bell,Fernanda Andrade
Cocktail,Comedy,2012,6.3,14000.0,Homi Adajania,Saif Ali Khan
Fun Size,Adventure,2012,5.4,14000.0,Josh Schwartz,Victoria Justice
"Farewell, My Queen",Drama,2012,6.2,8200.0,Benoît Jacquot,Léa Seydoux
The Magic of Belle Isle,Comedy,2012,7.0,18000.0,Rob Reiner,Morgan Freeman
Robot & Frank,Comedy,2012,7.1,63000.0,Jake Schreier,Peter Sarsgaard
The Wolf of Wall Street,Biography,2013,8.2,1200000.0,Martin Scorsese,Leonardo DiCaprio
Iron Man 3,Action,2013,7.1,779000.0,Shane Black,Robert Downey Jr.
The Conjuring,Horror,2013,7.5,464000.0,James Wan,Patrick Wilson
Prisoners,Crime,2013,8.1,625000.0,Denis Villeneuve,Hugh Jackman
Thor: The Dark World,Action,2013,6.8,618000.0,Alan Taylor,Chris Hemsworth
The Purge,Horror,2013,5.7,209000.0,James DeMonaco,Ethan Hawke
Grown Ups 2,Comedy,2013,5.4,144000.0,Dennis Dugan,Adam Sandler
Fast & Furious 6,Action,2013,7.0,377000.0,Justin Lin,Vin Diesel
Gravity,Drama,2013,7.7,784000.0,Alfonso Cuarón,Sandra Bullock
About Time,Comedy,2013,7.8,317000.0,Richard Curtis,Domhnall Gleeson
The Hobbit: The Desolation of Smaug,Adventure,2013,7.8,615000.0,Peter Jackson,Ian McKellen
Man of Steel,Action,2013,7.0,721000.0,Zack Snyder,Henry Cavill
Under the Skin,Drama,2013,6.3,134000.0,Jonathan Glazer,Scarlett Johansson
Blue Is the Warmest Colour,Drama,2013,7.7,142000.0,Abdellatif Kechiche,Léa Seydoux
Only Lovers Left Alive,Comedy,2013,7.3,94000.0,Jim Jarmusch,Tilda Swinton
Her,Drama,2013,8.0,559000.0,Spike Jonze,Joaquin Phoenix
Snowpiercer,Action,2013,7.1,335000.0,Bong Joon Ho,Chris Evans
We're the Millers,Comedy,2013,7.0,415000.0,Rawson Marshall Thurber,Jason Sudeikis
Kick-Ass 2,Action,2013,6.5,259000.0,Jeff Wadlow,Aaron Taylor-Johnson
Frozen,Animation,2013,7.4,585000.0,Chris Buck,Kristen Bell
The Great Gatsby,Drama,2013,7.2,494000.0,Baz Luhrmann,Leonardo DiCaprio
American Hustle,Crime,2013,7.2,458000.0,David O. Russell,Christian Bale
The Green Inferno,Adventure,2013,5.3,41000.0,Eli Roth,Lorenza Izzo
Rush,Action,2013,8.1,446000.0,Ron Howard,Daniel Brühl
Monsters University,Animation,2013,7.2,332000.0,Dan Scanlon,Billy Crystal
Don Jon,Comedy,2013,6.5,232000.0,Joseph Gordon-Levitt,Joseph Gordon-Levitt
Now You See Me,Crime,2013,7.2,612000.0,Louis Leterrier,Jesse Eisenberg
Oblivion,Action,2013,7.0,495000.0,Joseph Kosinski,Tom Cruise
Identity Thief,Comedy,2013,5.7,128000.0,Seth Gordon,Jason Bateman
Nymphomaniac: Vol. I,Drama,2013,6.9,119000.0,Lars von Trier,Charlotte Gainsbourg
Star Trek Into Darkness,Action,2013,7.7,468000.0,J.J. Abrams,Chris Pine
The Hunger Games: Catching Fire,Action,2013,7.5,626000.0,Francis Lawrence,Jennifer Lawrence
Homefront,Action,2013,6.5,113000.0,Gary Fleder,Jason Statham
Movie 43,Comedy,2013,4.3,101000.0,Directors,Emma Stone
World War Z,Action,2013,7.0,618000.0,Marc Forster,Brad Pitt
12 Years a Slave,Biography,2013,8.1,657000.0,Steve McQueen,Chiwetel Ejiofor
G.I. Joe: Retaliation,Action,2013,5.8,176000.0,Jon M. Chu,Dwayne Johnson
Dallas Buyers Club,Biography,2013,8.0,455000.0,Jean-Marc Vallée,Matthew McConaughey
The Secret Life of Walter Mitty,Adventure,2013,7.3,300000.0,Ben Stiller,Ben Stiller
Pacific Rim,Action,2013,6.9,475000.0,Guillermo del Toro,Idris Elba
The Croods,Animation,2013,7.2,199000.0,Kirk DeMicco,Nicolas Cage
This Is the End,Comedy,2013,6.6,391000.0,Evan Goldberg,James Franco
The Way Way Back,Comedy,2013,7.4,143000.0,Nat Faxon,Steve Carell
The Internship,Comedy,2013,6.3,193000.0,Shawn Levy,Vince Vaughn
Elysium,Action,2013,6.6,426000.0,Neill Blomkamp,Matt Damon
Hansel & Gretel: Witch Hunters,Action,2013,6.1,198000.0,Tommy Wirkola,Jeremy Renner
Captain Phillips,Adventure,2013,7.8,432000.0,Paul Greengrass,Tom Hanks
Evil Dead,Horror,2013,6.5,160000.0,Fede Alvarez,Jane Levy
White House Down,Action,2013,6.3,211000.0,Roland Emmerich,Channing Tatum
Enemy,Drama,2013,6.9,175000.0,Denis Villeneuve,Jake Gyllenhaal
Olympus Has Fallen,Action,2013,6.5,263000.0,Antoine Fuqua,Gerard Butler
Lone Survivor,Action,2013,7.5,272000.0,Peter Berg,Mark Wahlberg
Oz the Great and Powerful,Adventure,2013,6.3,201000.0,Sam Raimi,James Franco
Pain & Gain,Action,2013,6.4,205000.0,Michael Bay,Mark Wahlberg
Oldboy,Action,2013,5.7,71000.0,Spike Lee,Josh Brolin
Out of the Furnace,Action,2013,6.8,110000.0,Scott Cooper,Christian Bale
Coherence,Drama,2013,7.2,115000.0,James Ward Byrkit,Emily Baldoni
Ender's Game,Action,2013,6.6,228000.0,Gavin Hood,Harrison Ford
Anchorman 2: the Legend Continues,Comedy,2013,6.3,172000.0,Adam McKay,Will Ferrell
The World's End,Comedy,2013,7.0,266000.0,Edgar Wright,Simon Pegg
Stoker,Drama,2013,6.8,105000.0,Park Chan-Wook,Mia Wasikowska
The Mortal Instruments: City of Bones,Action,2013,5.9,129000.0,Harald Zwart,Lily Collins
Mama,Fantasy,2013,6.2,172000.0,Andy Muschietti,Jessica Chastain
Riddick,Action,2013,6.4,157000.0,David Twohy,Vin Diesel
A Good Day to Die Hard,Action,2013,5.3,201000.0,John Moore,Bruce Willis
Escape Plan,Action,2013,6.7,232000.0,Mikael Håfström,Sylvester Stallone
The Wolverine,Action,2013,6.7,439000.0,James Mangold,Hugh Jackman
Texas Chainsaw,Horror,2013,4.8,47000.0,John Luessenhop,Alexandra Daddario
Despicable Me 2,Animation,2013,7.3,377000.0,Pierre Coffin,Steve Carell
47 Ronin,Action,2013,6.3,152000.0,Carl Rinsch,Keanu Reeves
Adore,Drama,2013,6.2,33000.0,Anne Fontaine,Naomi Watts
Machete Kills,Action,2013,5.6,76000.0,Robert Rodriguez,Danny Trejo
Warm Bodies,Comedy,2013,6.8,223000.0,Jonathan Levine,Nicholas Hoult
Percy Jackson: Sea of Monsters,Adventure,2013,5.8,113000.0,Thor Freudenthal,Logan Lerman
Blue Jasmine,Comedy,2013,7.3,195000.0,Woody Allen,Cate Blanchett
Nymphomaniac: Vol. II,Drama,2013,6.7,88000.0,Lars von Trier,Charlotte Gainsbourg
Safe Haven,Drama,2013,6.7,106000.0,Lasse Hallström,Julianne Hough
Gangster Squad,Action,2013,6.7,209000.0,Ruben Fleischer,Sean Penn
August: Osage County,Comedy,2013,7.2,87000.0,John Wells,Meryl Streep
Locke,Drama,2013,7.1,140000.0,Steven Knight,Tom Hardy
Before Midnight,Drama,2013,7.9,146000.0,Richard Linklater,Ethan Hawke
Young & Beautiful,Drama,2013,6.7,33000.0,François Ozon,Marine Vacth
Begin Again,Comedy,2013,7.4,147000.0,John Carney,Keira Knightley
Oculus,Horror,2013,6.5,120000.0,Mike Flanagan,Karen Gillan
Big Bad Wolves,Drama,2013,6.8,16000.0,Aharon Keshales,Lior Ashkenazi
The Counselor,Crime,2013,5.3,98000.0,Ridley Scott,Michael Fassbender
Parker,Action,2013,6.2,118000.0,Taylor Hackford,Jason Statham
The Call,Crime,2013,6.7,115000.0,Brad Anderson,Halle Berry
Scary Movie V,Comedy,2013,3.5,67000.0,Malcolm D. Lee,Simon Rex
R.I.P.D.,Action,2013,5.6,123000.0,Robert Schwentke,Ryan Reynolds
Inside Llewyn Davis,Comedy,2013,7.5,144000.0,Ethan Coen,Oscar Isaac
The To Do List,Comedy,2013,5.8,38000.0,Maggie Carey,Aubrey Plaza
Carrie,Drama,2013,5.9,135000.0,Kimberly Peirce,Chloë Grace Moretz
The Lone Ranger,Action,2013,6.4,225000.0,Gore Verbinski,Johnny Depp
The Host,Action,2013,5.9,112000.0,Andrew Niccol,Saoirse Ronan
Turbo,Animation,2013,6.4,88000.0,David Soren,Ryan Reynolds
What If,Comedy,2013,6.8,73000.0,Michael Dowse,Daniel Radcliffe
2 Guns,Action,2013,6.7,201000.0,Baltasar Kormákur,Denzel Washington
Enough Said,Comedy,2013,7.0,60000.0,Nicole Holofcener,Julia Louis-Dreyfus
Side Effects,Crime,2013,7.1,183000.0,Steven Soderbergh,Rooney Mara
The Heat,Action,2013,6.6,165000.0,Paul Feig,Sandra Bullock
Insidious: Chapter 2,Horror,2013,6.6,160000.0,James Wan,Patrick Wilson
Redemption,Action,2013,6.2,68000.0,Steven Knight,Jason Statham
Belle,Biography,2013,7.3,29000.0,Amma Asante,Gugu Mbatha-Raw
Horns,Comedy,2013,6.5,80000.0,Alexandre Aja,Daniel Radcliffe
After Earth,Action,2013,4.8,194000.0,M. Night Shyamalan,Jaden Smith
Lee Daniels' The Butler,Biography,2013,7.2,111000.0,Lee Daniels,Forest Whitaker
Only God Forgives,Action,2013,5.7,109000.0,Nicolas Winding Refn,Ryan Gosling
RED 2,Action,2013,6.6,163000.0,Dean Parisot,Bruce Willis
Blood Ties,Action,2013,6.5,19000.0,Guillaume Canet,Clive Owen
The Great Beauty,Drama,2013,7.8,83000.0,Paolo Sorrentino,Toni Servillo
Dead Man Down,Action,2013,6.5,65000.0,Niels Arden Oplev,Colin Farrell
The Spectacular Now,Comedy,2013,7.1,147000.0,James Ponsoldt,Miles Teller
42,Biography,2013,7.5,89000.0,Brian Helgeland,Chadwick Boseman
The Best Offer,Crime,2013,7.8,112000.0,Giuseppe Tornatore,Geoffrey Rush
The Last Stand,Action,2013,6.3,135000.0,Jee-woon Kim,Arnold Schwarzenegger
Filth,Comedy,2013,7.1,104000.0,Jon S. Baird,James McAvoy
The Grand Seduction,Comedy,2013,7.0,16000.0,Don McKellar,Taylor Kitsch
I Spit on Your Grave 2,Horror,2013,5.7,28000.0,Steven R. Monroe,Jemma Dallender
Short Term 12,Drama,2013,8.0,84000.0,Destin Daniel Cretton,Brie Larson
Saving Mr. Banks,Biography,2013,7.5,155000.0,John Lee Hancock,Emma Thompson
The Book Thief,Drama,2013,7.5,130000.0,Brian Percival,Sophie Nélisse
The Hangover Part III,Comedy,2013,5.8,299000.0,Todd Phillips,Bradley Cooper
Lovelace,Biography,2013,6.2,39000.0,Rob Epstein,Amanda Seyfried
The Bling Ring,Biography,2013,5.6,85000.0,Sofia Coppola,Katie Chang
The Family,Comedy,2013,6.3,113000.0,Luc Besson,Robert De Niro
The Wind Rises,Animation,2013,7.8,77000.0,Hayao Miyazaki,Hideaki Anno
Life of Crime,Comedy,2013,5.8,18000.0,Daniel Schechter,Jennifer Aniston
Beautiful Creatures,Drama,2013,6.1,85000.0,Richard LaGravenese,Alice Englert
Joe,Crime,2013,6.9,46000.0,David Gordon Green,Nicolas Cage
Delivery Man,Comedy,2013,6.4,76000.0,Ken Scott,Vince Vaughn
Afternoon Delight,Comedy,2013,5.7,10000.0,Joey Soloway,Kathryn Hahn
Grudge Match,Comedy,2013,6.4,59000.0,Peter Segal,Robert De Niro
Planes,Animation,2013,5.7,43000.0,Klay Hall,Carlos Alazraqui
Cloudy with a Chance of Meatballs 2,Animation,2013,6.4,94000.0,Cody Cameron,Bill Hader
Jack the Giant Slayer,Adventure,2013,6.2,134000.0,Bryan Singer,Nicholas Hoult
Blue Ruin,Crime,2013,7.1,69000.0,Jeremy Saulnier,Macon Blair
Epic,Animation,2013,6.7,101000.0,Chris Wedge,Amanda Seyfried
Dark Skies,Horror,2013,6.3,73000.0,Scott Stewart,Keri Russell
Nebraska,Adventure,2013,7.7,114000.0,Alexander Payne,Bruce Dern
The Kings of Summer,Adventure,2013,7.1,79000.0,Jordan Vogt-Roberts,Nick Robinson
Bhaag Milkha Bhaag,Biography,2013,8.2,63000.0,Rakeysh Omprakash Mehra,Farhan Akhtar
Labor Day,Drama,2013,6.9,44000.0,Jason Reitman,Kate Winslet
Trance,Crime,2013,6.9,111000.0,Danny Boyle,James McAvoy
Broken City,Action,2013,6.2,78000.0,Allen Hughes,Mark Wahlberg
The Zero Theorem,Comedy,2013,6.1,46000.0,Terry Gilliam,Christoph Waltz
All Is Lost,Action,2013,6.9,78000.0,J.C. Chandor,Robert Redford
Anna,Drama,2013,6.5,22000.0,Jorge Dorado,Mark Strong
Third Person,Drama,2013,6.3,27000.0,Paul Haggis,Liam Neeson
One Chance,Biography,2013,6.8,12000.0,David Frankel,James Corden
The Grandmaster,Action,2013,6.6,32000.0,Kar-Wai Wong,Tony Chiu-Wai Leung
The Incredible Burt Wonderstone,Comedy,2013,5.9,71000.0,Don Scardino,Steve Carell
Austenland,Comedy,2013,6.3,20000.0,Jerusha Hess,Keri Russell
The Big Wedding,Comedy,2013,5.6,48000.0,Justin Zackham,Robert De Niro
Kill Your Darlings,Biography,2013,6.5,36000.0,John Krokidas,Daniel Radcliffe
Snitch,Action,2013,6.4,85000.0,Ric Roman Waugh,Dwayne Johnson
The Smurfs 2,Animation,2013,5.3,39000.0,Raja Gosnell,Neil Patrick Harris
Last Vegas,Comedy,2013,6.6,130000.0,Jon Turteltaub,Robert De Niro
Fruitvale Station,Biography,2013,7.5,78000.0,Ryan Coogler,Michael B. Jordan
Palo Alto,Drama,2013,6.2,28000.0,Gia Coppola,Emma Roberts
Bad Grandpa,Comedy,2013,6.5,90000.0,Jeff Tremaine,Johnny Knoxville
Philomena,Biography,2013,7.6,96000.0,Stephen Frears,Judi Dench
The Canyons,Drama,2013,3.8,11000.0,Paul Schrader,Lindsay Lohan
Jobs,Biography,2013,6.0,95000.0,Joshua Michael Stern,Ashton Kutcher
Europa Report,Action,2013,6.4,68000.0,Sebastián Cordero,Sharlto Copley
The Immigrant,Drama,2013,6.6,31000.0,James Gray,Marion Cotillard
I Give It a Year,Comedy,2013,5.7,36000.0,Dan Mazer,Rose Byrne
Starred Up,Crime,2013,7.4,44000.0,David Mackenzie,Jack O'Connell
21 & Over,Comedy,2013,5.8,73000.0,Jon Lucas,Miles Teller
The Inevitable Defeat of Mister & Pete,Drama,2013,7.5,5300.0,George Tillman Jr.,Skylan Brooks
Romeo and Juliet,Drama,2013,5.8,11000.0,Carlo Carlei,Hailee Steinfeld
Runner Runner,Crime,2013,5.6,61000.0,Brad Furman,Ben Affleck
A Haunted House,Comedy,2013,5.0,45000.0,Michael Tiddes,Marlon Wayans
The Tale of The Princess Kaguya,Animation,2013,8.0,41000.0,Isao Takahata,Chloë Grace Moretz
The Double,Comedy,2013,6.5,48000.0,Richard Ayoade,Jesse Eisenberg
Yeh Jawaani Hai Deewani,Drama,2013,7.2,40000.0,Ayan Mukherjee,Ranbir Kapoor
How I Live Now,Action,2013,6.5,29000.0,Kevin Macdonald,Saoirse Ronan
Upstream Color,Drama,2013,6.7,32000.0,Shane Carruth,Amy Seimetz
Parkland,Drama,2013,6.4,15000.0,Peter Landesman,Zac Efron
A Field in England,Drama,2013,6.3,12000.0,Ben Wheatley,Julian Barratt
In Secret,Crime,2013,6.1,8000.0,Charlie Stratton,Elizabeth Olsen
Paranoia,Drama,2013,5.7,36000.0,Robert Luketic,Liam Hemsworth
The Past,Drama,2013,7.7,46000.0,Asghar Farhadi,Bérénice Bejo
Breathe In,Drama,2013,6.4,14000.0,Drake Doremus,Felicity Jones
V/H/S/2,Horror,2013,6.0,37000.0,Directors,Lawrence Michael Levine
Knights of Badassdom,Action,2013,5.6,20000.0,Joe Lynch,Ryan Kwanten
The Congress,Animation,2013,6.5,18000.0,Ari Folman,Robin Wright
The Fifth Estate,Biography,2013,6.2,40000.0,Bill Condon,Benedict Cumberbatch
Ida,Drama,2013,7.4,55000.0,Pawel Pawlikowski,Agata Kulesza
The Love Punch,Comedy,2013,5.8,14000.0,Joel Hopkins,Pierce Brosnan
Tracks,Adventure,2013,7.2,29000.0,John Curran,Mia Wasikowska
Bad Words,Comedy,2013,6.6,48000.0,Jason Bateman,Jason Bateman
In a World...,Comedy,2013,6.7,31000.0,Lake Bell,Lake Bell
Ain't Them Bodies Saints,Crime,2013,6.4,21000.0,David Lowery,Rooney Mara
Man of Tai Chi,Action,2013,6.1,36000.0,Keanu Reeves,Tiger Hu Chen
The East,Crime,2013,6.8,49000.0,Zal Batmanglij,Brit Marling
