name,genre,year,score,votes,director,star
Death at a Funeral,Comedy,2010,5.7,48000.0,Neil LaBute,Chris Rock
The Spy Next Door,Action,2010,5.5,42000.0,Brian Levant,Jackie Chan
Hereafter,Drama,2010,6.4,91000.0,Clint Eastwood,Matt Damon
Repo Men,Action,2010,6.3,103000.0,Miguel Sapochnik,Jude Law
Vampires Suck,Comedy,2010,3.4,47000.0,Jason Friedberg,Jenn Proske
I'm Still Here,Comedy,2010,6.2,22000.0,Casey Affleck,Joaquin Phoenix
The Whistleblower,Biography,2010,7.1,32000.0,Larysa Kondracki,Rachel Weisz
Tamara Drewe,Comedy,2010,6.2,21000.0,Stephen Frears,Gemma Arterton
Twelve,Action,2010,5.6,12000.0,Joel Schumacher,Chace Crawford
The Housemaid,Drama,2010,6.4,9800.0,Sang-soo Im,Jeon Do-yeon
Beginners,Comedy,2010,7.2,89000.0,Mike Mills,Ewan McGregor
Legend of the Guardians: the Owls of Ga'Hoole,Animation,2010,6.9,80000.0,Zack Snyder,Jim Sturgess
Rabbit Hole,Drama,2010,7.0,48000.0,John Cameron Mitchell,Nicole Kidman
Meek's Cutoff,Adventure,2010,6.6,13000.0,Kelly Reichardt,Michelle Williams
Conviction,Biography,2010,7.2,43000.0,Tony Goldwyn,Hilary Swank
Trust,Crime,2010,6.9,42000.0,David Schwimmer,Clive Owen
My Name Is Khan,Drama,2010,8.0,101000.0,Karan Johar,Shah Rukh Khan
Last Night,Drama,2010,6.6,47000.0,Massy Tadjedin,Keira Knightley
The Company Men,Drama,2010,6.7,44000.0,John Wells,Ben Affleck
Cyrus,Comedy,2010,6.3,34000.0,Jay Duplass,John C. Reilly
Paranormal Activity 2,Horror,2010,5.7,100000.0,Tod Williams,Katie Featherston
The Killer Inside Me,Crime,2010,6.1,33000.0,Michael Winterbottom,Casey Affleck
The Extra Man,Comedy,2010,5.8,4800.0,Shari Springer Berman,Kevin Kline
Greenberg,Comedy,2010,6.1,37000.0,Noah Baumbach,Ben Stiller
Stone,Drama,2010,5.4,41000.0,John Curran,Edward Norton
Why Did I Get Married Too?,Comedy,2010,4.7,9200.0,Tyler Perry,Janet Jackson
The Last Exorcism,Horror,2010,5.7,49000.0,Daniel Stamm,Patrick Fabian
Dirty Girl,Comedy,2010,6.4,10000.0,Abe Sylvia,Juno Temple
London Boulevard,Crime,2010,6.2,47000.0,William Monahan,Colin Farrell
Fair Game,Biography,2010,6.8,47000.0,Doug Liman,Naomi Watts
The Silence,Crime,2010,7.0,6900.0,Baran bo Odar,Ulrich Thomsen
The Back-up Plan,Comedy,2010,5.4,49000.0,Alan Poul,Jennifer Lopez
What If...,Drama,2010,6.4,2600.0,Dallas Jenkins,Kevin Sorbo
Udaan,Drama,2010,8.2,43000.0,Vikramaditya Motwane,Rajat Barmecha
Don't Be Afraid of the Dark,Fantasy,2010,5.6,47000.0,Troy Nixey,Katie Holmes
Country Strong,Drama,2010,6.3,18000.0,Shana Feste,Garrett Hedlund
Little White Lies,Comedy,2010,7.1,24000.0,Guillaume Canet,François Cluzet
Charlie St. Cloud,Drama,2010,6.4,60000.0,Burr Steers,Zac Efron
Snabba Cash,Action,2010,6.7,17000.0,Daniel Espinosa,Joel Kinnaman
Stake Land,Drama,2010,6.5,41000.0,Jim Mickle,Connor Paolo
Vanishing on 7th Street,Horror,2010,4.9,25000.0,Brad Anderson,Hayden Christensen
Barney's Version,Comedy,2010,7.3,24000.0,Richard J. Lewis,Paul Giamatti
You Will Meet a Tall Dark Stranger,Comedy,2010,6.3,44000.0,Woody Allen,Anthony Hopkins
The Conspirator,Crime,2010,6.9,28000.0,Robert Redford,Robin Wright
Furry Vengeance,Comedy,2010,3.8,16000.0,Roger Kumble,Brendan Fraser
The Tempest,Comedy,2010,5.4,7500.0,Julie Taymor,Helen Mirren
Henry's Crime,Comedy,2010,6.0,19000.0,Malcolm Venville,Keanu Reeves
Extraordinary Measures,Drama,2010,6.4,16000.0,Tom Vaughan,Brendan Fraser
Yogi Bear,Animation,2010,4.6,21000.0,Eric Brevig,Dan Aykroyd
My Soul to Take,Horror,2010,4.8,20000.0,Wes Craven,Max Thieriot
Elle s'appelait Sarah,Drama,2010,7.5,17000.0,Gilles Paquet-Brenner,Kristin Scott Thomas
The Warrior's Way,Action,2010,6.3,26000.0,Sngmoo Lee,Jang Dong-Gun
Hatchet II,Action,2010,5.5,13000.0,Adam Green,Danielle Harris
The Trip,Comedy,2010,7.0,22000.0,Michael Winterbottom,Steve Coogan
Hesher,Drama,2010,7.0,51000.0,Spencer Susser,Joseph Gordon-Levitt
For Colored Girls,Drama,2010,6.1,7300.0,Tyler Perry,Janet Jackson
The Perfect Host,Comedy,2010,6.8,26000.0,Nick Tomnay,David Hyde Pierce
Love Ranch,Biography,2010,5.6,3000.0,Taylor Hackford,Helen Mirren
Love Crime,Crime,2010,6.5,5200.0,Alain Corneau,Ludivine Sagnier
Passion Play,Drama,2010,4.6,7400.0,Mitch Glazer,Mickey Rourke
Kaboom,Comedy,2010,5.7,13000.0,Gregg Araki,Thomas Dekker
Everything Must Go,Drama,2010,6.4,49000.0,Dan Rush,Will Ferrell
Captain America: the First Avenger,Action,2011,6.9,769000.0,Joe Johnston,Chris Evans
Thor,Action,2011,7.0,772000.0,Kenneth Branagh,Chris Hemsworth
Harry Potter and the Deathly Hallows: Part 2,Adventure,2011,8.1,790000.0,David Yates,Daniel Radcliffe
Take Shelter,Drama,2011,7.4,95000.0,Jeff Nichols,Michael Shannon
Bridesmaids,Comedy,2011,6.8,276000.0,Paul Feig,Kristen Wiig
Fast Five,Action,2011,7.3,362000.0,Justin Lin,Vin Diesel
Midnight in Paris,Comedy,2011,7.7,398000.0,Woody Allen,Owen Wilson
Moneyball,Biography,2011,7.6,385000.0,Bennett Miller,Brad Pitt
The Girl with the Dragon Tattoo,Crime,2011,7.8,435000.0,David Fincher,Daniel Craig
Just Go with It,Comedy,2011,6.4,227000.0,Dennis Dugan,Adam Sandler
The Intouchables,Biography,2011,8.5,785000.0,Olivier Nakache,François Cluzet
Drive,Crime,2011,7.8,587000.0,Nicolas Winding Refn,Ryan Gosling
Green Lantern,Action,2011,5.5,272000.0,Martin Campbell,Ryan Reynolds
The Cabin in the Woods,Horror,2011,7.0,387000.0,Drew Goddard,Kristen Connolly
The Help,Drama,2011,8.0,436000.0,Tate Taylor,Emma Stone
"Crazy, Stupid, Love.",Comedy,2011,7.4,487000.0,Glenn Ficarra,Steve Carell
No Strings Attached,Comedy,2011,6.2,219000.0,Ivan Reitman,Natalie Portman
Pirates of the Caribbean: on Stranger Tides,Action,2011,6.6,492000.0,Rob Marshall,Johnny Depp
Sucker Punch,Action,2011,6.0,235000.0,Zack Snyder,Emily Browning
Warrior,Action,2011,8.1,445000.0,Gavin O'Connor,Tom Hardy
Kung Fu Panda 2,Animation,2011,7.2,262000.0,Jennifer Yuh Nelson,Jack Black
Friends with Benefits,Comedy,2011,6.5,348000.0,Will Gluck,Mila Kunis
Immortals,Action,2011,6.0,163000.0,Tarsem Singh,Henry Cavill
X-Men: First Class,Action,2011,7.7,657000.0,Matthew Vaughn,James McAvoy
Contagion,Drama,2011,6.7,290000.0,Steven Soderbergh,Matt Damon
Bad Teacher,Comedy,2011,5.6,196000.0,Jake Kasdan,Cameron Diaz
In Time,Action,2011,6.7,379000.0,Andrew Niccol,Justin Timberlake
One Day,Drama,2011,7.0,143000.0,Lone Scherfig,Anne Hathaway
Scream 4,Horror,2011,6.1,131000.0,Wes Craven,Neve Campbell
Shame,Drama,2011,7.2,187000.0,Steve McQueen,Michael Fassbender
Mission: Impossible - Ghost Protocol,Action,2011,7.4,466000.0,Brad Bird,Tom Cruise
Super 8,Mystery,2011,7.0,343000.0,J.J. Abrams,Elle Fanning
We Need to Talk About Kevin,Drama,2011,7.5,142000.0,Lynne Ramsay,Tilda Swinton
Limitless,Sci-Fi,2011,7.4,538000.0,Neil Burger,Bradley Cooper
Unknown,Action,2011,6.8,253000.0,Jaume Collet-Serra,Liam Neeson
Transformers: Dark of the Moon,Action,2011,6.2,390000.0,Michael Bay,Shia LaBeouf
Cowboys & Aliens,Action,2011,6.0,211000.0,Jon Favreau,Daniel Craig
Tinker Tailor Soldier Spy,Drama,2011,7.1,192000.0,Tomas Alfredson,Gary Oldman
The Twilight Saga: Breaking Dawn - Part 1,Adventure,2011,4.9,228000.0,Bill Condon,Kristen Stewart
Conan the Barbarian,Action,2011,5.2,96000.0,Marcus Nispel,Jason Momoa
Cars 2,Animation,2011,6.1,168000.0,John Lasseter,Owen Wilson
Rango,Animation,2011,7.2,245000.0,Gore Verbinski,Johnny Depp
Melancholia,Drama,2011,7.2,172000.0,Lars von Trier,Kirsten Dunst
Source Code,Action,2011,7.5,495000.0,Duncan Jones,Jake Gyllenhaal
Real Steel,Action,2011,7.0,306000.0,Shawn Levy,Hugh Jackman
Horrible Bosses,Comedy,2011,6.8,428000.0,Seth Gordon,Jason Bateman
Rio,Animation,2011,6.9,212000.0,Carlos Saldanha,Jesse Eisenberg
The Skin I Live In,Drama,2011,7.6,143000.0,Pedro Almodóvar,Antonio Banderas
Sherlock Holmes: A Game of Shadows,Action,2011,7.5,429000.0,Guy Ritchie,Robert Downey Jr.
The Three Musketeers,Action,2011,5.7,105000.0,Paul W.S. Anderson,Logan Lerman
Sleeping Beauty,Drama,2011,5.3,32000.0,Julia Leigh,Emily Browning
Tower Heist,Action,2011,6.2,137000.0,Brett Ratner,Eddie Murphy
Paul,Adventure,2011,7.0,240000.0,Greg Mottola,Simon Pegg
We Bought a Zoo,Comedy,2011,7.1,138000.0,Cameron Crowe,Matt Damon
Rise of the Planet of the Apes,Action,2011,7.5,504000.0,Rupert Wyatt,James Franco
Your Highness,Adventure,2011,5.5,99000.0,David Gordon Green,Danny McBride
The Lincoln Lawyer,Crime,2011,7.3,221000.0,Brad Furman,Matthew McConaughey
Colombiana,Action,2011,6.4,97000.0,Olivier Megaton,Zoe Saldana
Larry Crowne,Comedy,2011,6.1,65000.0,Tom Hanks,Tom Hanks
Abduction,Action,2011,5.1,78000.0,John Singleton,Taylor Lautner
A Separation,Drama,2011,8.3,227000.0,Asghar Farhadi,Payman Maadi
Hugo,Drama,2011,7.5,310000.0,Martin Scorsese,Asa Butterfield
The Adjustment Bureau,Romance,2011,7.0,248000.0,George Nolfi,Matt Damon
10 Years,Comedy,2011,6.1,25000.0,Jamie Linden,Channing Tatum
The Tree of Life,Drama,2011,6.8,171000.0,Terrence Malick,Brad Pitt
The Deep Blue Sea,Drama,2011,6.2,15000.0,Terence Davies,Rachel Weisz
Killer Joe,Crime,2011,6.7,75000.0,William Friedkin,Matthew McConaughey
Jane Eyre,Drama,2011,7.3,83000.0,Cary Joji Fukunaga,Mia Wasikowska
Kill the Irishman,Biography,2011,7.1,47000.0,Jonathan Hensleigh,Ray Stevenson
War Horse,Action,2011,7.2,150000.0,Steven Spielberg,Jeremy Irvine
The Change-Up,Comedy,2011,6.3,172000.0,David Dobkin,Jason Bateman
The Raid: Redemption,Action,2011,7.6,195000.0,Gareth Evans,Iko Uwais
Margin Call,Drama,2011,7.1,121000.0,J.C. Chandor,Zachary Quinto
Martha Marcy May Marlene,Drama,2011,6.9,50000.0,Sean Durkin,Elizabeth Olsen
Hanna,Action,2011,6.8,193000.0,Joe Wright,Saoirse Ronan
50/50,Comedy,2011,7.6,320000.0,Jonathan Levine,Joseph Gordon-Levitt
The Descendants,Comedy,2011,7.3,235000.0,Alexander Payne,George Clooney
The Adventures of Tintin,Animation,2011,7.3,221000.0,Steven Spielberg,Jamie Bell
The Darkest Hour,Action,2011,4.9,59000.0,Chris Gorak,Emile Hirsch
Final Destination 5,Action,2011,5.8,109000.0,Steven Quale,Nicholas D'Agosto
I Am Number Four,Action,2011,6.1,230000.0,D.J. Caruso,Alex Pettyfer
Footloose,Comedy,2011,5.9,47000.0,Craig Brewer,Kenny Wormald
You're Next,Horror,2011,6.6,92000.0,Adam Wingard,Sharni Vinson
Zindagi Na Milegi Dobara,Comedy,2011,8.2,71000.0,Zoya Akhtar,Hrithik Roshan
The Hunter,Adventure,2011,6.7,38000.0,Daniel Nettheim,Willem Dafoe
The Thing,Horror,2011,6.2,124000.0,Matthijs van Heijningen Jr.,Mary Elizabeth Winstead
Drive Angry,Action,2011,5.4,96000.0,Patrick Lussier,Nicolas Cage
Jack and Jill,Comedy,2011,3.3,80000.0,Dennis Dugan,Adam Sandler
Zookeeper,Comedy,2011,5.2,59000.0,Frank Coraci,Kevin James
The Hangover Part II,Comedy,2011,6.4,472000.0,Todd Phillips,Bradley Cooper
Hall Pass,Comedy,2011,5.8,121000.0,Bobby Farrelly,Owen Wilson
The Best Exotic Marigold Hotel,Comedy,2011,7.3,92000.0,John Madden,Judi Dench
The Grey,Action,2011,6.8,244000.0,Joe Carnahan,Liam Neeson
The Sitter,Comedy,2011,5.7,69000.0,David Gordon Green,Jonah Hill
Take Me Home Tonight,Comedy,2011,6.3,52000.0,Michael Dowse,Topher Grace
The Mechanic,Action,2011,6.6,154000.0,Simon West,Jason Statham
Ghost Rider: Spirit of Vengeance,Action,2011,4.3,113000.0,Mark Neveldine,Nicolas Cage
Battle Los Angeles,Action,2011,5.7,176000.0,Jonathan Liebesman,Aaron Eckhart
The Green Hornet,Action,2011,5.8,157000.0,Michel Gondry,Seth Rogen
Killer Elite,Action,2011,6.4,126000.0,Gary McKendry,Jason Statham
Shark Night,Horror,2011,4.0,25000.0,David R. Ellis,Sara Paxton
J. Edgar,Biography,2011,6.5,124000.0,Clint Eastwood,Leonardo DiCaprio
Dream House,Drama,2011,6.0,64000.0,Jim Sheridan,Daniel Craig
Haywire,Action,2011,5.8,85000.0,Steven Soderbergh,Gina Carano
A Dangerous Method,Biography,2011,6.4,100000.0,David Cronenberg,Michael Fassbender
The Muppets,Adventure,2011,7.1,89000.0,James Bobin,Amy Adams
The Smurfs,Animation,2011,5.4,86000.0,Raja Gosnell,Hank Azaria
The Ides of March,Drama,2011,7.1,218000.0,George Clooney,Paul Giamatti
Fright Night,Comedy,2011,6.4,101000.0,Craig Gillespie,Anton Yelchin
Soul Surfer,Biography,2011,7.0,47000.0,Sean McNamara,AnnaSophia Robb
The Artist,Comedy,2011,7.9,234000.0,Michel Hazanavicius,Jean Dujardin
Water for Elephants,Drama,2011,6.9,113000.0,Francis Lawrence,Robert Pattinson
"Oslo, August 31st",Drama,2011,7.6,21000.0,Joachim Trier,Anders Danielsen Lie
The Snowtown Murders,Biography,2011,6.6,18000.0,Justin Kurzel,Lucas Pittaway
Something Borrowed,Comedy,2011,5.9,59000.0,Luke Greenfield,Ginnifer Goodwin
The Human Centipede II (Full Sequence),Horror,2011,3.8,37000.0,Tom Six,Laurence R. Harvey
Priest,Action,2011,5.7,117000.0,Scott Stewart,Paul Bettany
Johnny English Reborn,Action,2011,6.3,123000.0,Oliver Parker,Rowan Atkinson
The Inbetweeners,Comedy,2011,6.7,80000.0,Ben Palmer,James Buckley
Bucky Larson: Born to Be a Star,Comedy,2011,3.2,12000.0,Tom Brady,Nick Swardson
Diary of a Wimpy Kid: Rodrick Rules,Animation,2011,6.5,28000.0,David Bowers,Zachary Gordon
Kill List,Action,2011,6.4,38000.0,Ben Wheatley,Neil Maskell
Carnage,Comedy,2011,7.2,122000.0,Roman Polanski,Jodie Foster
Attack the Block,Action,2011,6.7,102000.0,Joe Cornish,John Boyega
The Guard,Comedy,2011,7.3,83000.0,John Michael McDonagh,Brendan Gleeson
Young Adult,Comedy,2011,6.3,82000.0,Jason Reitman,Charlize Theron
The Devil's Double,Biography,2011,7.1,61000.0,Lee Tamahori,Dominic Cooper
Another Earth,Drama,2011,6.9,93000.0,Mike Cahill,Brit Marling
Perfect Sense,Drama,2011,7.1,58000.0,David Mackenzie,Ewan McGregor
Like Crazy,Drama,2011,6.7,60000.0,Drake Doremus,Felicity Jones
What's Your Number?,Comedy,2011,6.1,74000.0,Mark Mylod,Anna Faris
Detachment,Drama,2011,7.7,79000.0,Tony Kaye,Adrien Brody
Gnomeo & Juliet,Animation,2011,5.9,53000.0,Kelly Asbury,James McAvoy
Puss in Boots,Animation,2011,6.6,148000.0,Chris Miller,Antonio Banderas
Beastly,Drama,2011,5.6,76000.0,Daniel Barnz,Alex Pettyfer
The Art of Getting by,Drama,2011,6.6,57000.0,Gavin Wiesen,Freddie Highmore
My Week with Marilyn,Biography,2011,6.9,85000.0,Simon Curtis,Michelle Williams
This Must Be the Place,Adventure,2011,6.7,33000.0,Paolo Sorrentino,Sean Penn
Butter,Comedy,2011,6.2,21000.0,Jim Field Smith,Jennifer Garner
Bernie,Biography,2011,6.8,58000.0,Richard Linklater,Jack Black
Season of the Witch,Action,2011,5.4,91000.0,Dominic Sena,Nicolas Cage
Silent House,Drama,2011,5.3,22000.0,Chris Kentis,Elizabeth Olsen
Winnie the Pooh,Animation,2011,7.2,23000.0,Stephen J. Anderson,Jim Cummings
Hobo with a Shotgun,Action,2011,6.1,45000.0,Jason Eisener,Rutger Hauer
The Eagle,Action,2011,6.2,67000.0,Kevin Macdonald,Channing Tatum
The Rum Diary,Comedy,2011,6.2,100000.0,Bruce Robinson,Johnny Depp
Spy Kids 4-D: All the Time in the World,Animation,2011,3.5,24000.0,Robert Rodriguez,Jessica Alba
The Divide,Drama,2011,5.8,36000.0,Xavier Gens,Lauren German
Red Riding Hood,Fantasy,2011,5.5,109000.0,Catherine Hardwicke,Amanda Seyfried
The Roommate,Drama,2011,4.8,37000.0,Christian E. Christiansen,Minka Kelly
Salmon Fishing in the Yemen,Comedy,2011,6.8,63000.0,Lasse Hallström,Ewan McGregor
Monte Carlo,Adventure,2011,5.8,42000.0,Thomas Bezucha,Selena Gomez
The Rite,Drama,2011,6.0,93000.0,Mikael Håfström,Colin O'Donoghue
New Year's Eve,Comedy,2011,5.7,83000.0,Garry Marshall,Sarah Jessica Parker
Sound of My Voice,Drama,2011,6.6,21000.0,Zal Batmanglij,Christopher Denham
W.E.,Drama,2011,6.3,12000.0,Madonna,Abbie Cornish
Goon,Comedy,2011,6.8,85000.0,Michael Dowse,Seann William Scott
Extremely Loud & Incredibly Close,Adventure,2011,6.9,99000.0,Stephen Daldry,Thomas Horn
Alvin and the Chipmunks: Chipwrecked,Animation,2011,4.3,33000.0,Mike Mitchell,Justin Long
House of Tolerance,Drama,2011,6.7,6500.0,Bertrand Bonello,Noémie Lvovsky
Our Idiot Brother,Comedy,2011,6.4,85000.0,Jesse Peretz,Paul Rudd
Weekend,Drama,2011,7.6,29000.0,Andrew Haigh,Tom Cullen
360,Drama,2011,6.2,16000.0,Fernando Meirelles,Rachel Weisz
Sanctum,Action,2011,5.9,54000.0,Alister Grierson,Rhys Wakefield
The Big Year,Comedy,2011,6.2,43000.0,David Frankel,Owen Wilson
Jo Nesbø's Headhunters,Action,2011,7.5,99000.0,Morten Tyldum,Aksel Hennie
Straw Dogs,Action,2011,5.8,33000.0,Rod Lurie,James Marsden
Red State,Action,2011,6.2,63000.0,Kevin Smith,Michael Parks
Trespass,Crime,2011,5.3,42000.0,Joel Schumacher,Nicolas Cage
Machine Gun Preacher,Action,2011,6.8,64000.0,Marc Forster,Gerard Butler
From Up on Poppy Hill,Animation,2011,7.4,38000.0,Gorô Miyazaki,Sarah Bolger
30 Minutes or Less,Action,2011,6.1,96000.0,Ruben Fleischer,Jesse Eisenberg
The Iron Lady,Biography,2011,6.4,105000.0,Phyllida Lloyd,Meryl Streep
Your Sister's Sister,Comedy,2011,6.7,27000.0,Lynn Shelton,Mark Duplass
Mr. Popper's Penguins,Comedy,2011,6.0,91000.0,Mark Waters,Jim Carrey
Texas Killing Fields,Crime,2011,5.7,19000.0,Ami Canaan Mann,Sam Worthington
Take This Waltz,Comedy,2011,6.6,28000.0,Sarah Polley,Michelle Williams
A Good Old Fashioned Orgy,Comedy,2011,6.1,22000.0,Alex Gregory,Jason Sudeikis
Special Forces,Action,2011,6.4,18000.0,Stéphane Rybojad,Diane Kruger
Courageous,Drama,2011,7.0,20000.0,Alex Kendrick,Alex Kendrick
Jin ling shi san chai,Drama,2011,7.6,51000.0,Yimou Zhang,Christian Bale
Apollo 18,Horror,2011,5.2,54000.0,Gonzalo López-Gallego,Warren Christie
Anonymous,Drama,2011,6.9,40000.0,Roland Emmerich,Rhys Ifans
Hop,Animation,2011,5.4,32000.0,Tim Hill,Russell Brand
Atlas Shrugged: Part I,Drama,2011,5.6,13000.0,Paul Johansson,Taylor Schilling
Coriolanus,Drama,2011,6.1,31000.0,Ralph Fiennes,Ralph Fiennes
Elles,Drama,2011,5.6,6700.0,Malgorzata Szumowska,Juliette Binoche
Angels Crest,Drama,2011,5.8,1900.0,Gaby Dellal,Thomas Dekker
Happy Feet Two,Animation,2011,5.9,43000.0,George Miller,Elijah Wood
Hysteria,Biography,2011,6.7,31000.0,Tanya Wexler,Maggie Gyllenhaal
The Beaver,Drama,2011,6.6,48000.0,Jodie Foster,Mel Gibson
The Prey,Action,2011,6.7,5200.0,Eric Valette,Albert Dupontel
Wuthering Heights,Drama,2011,6.0,9700.0,Andrea Arnold,Kaya Scodelario
Win Win,Comedy,2011,7.1,53000.0,Tom McCarthy,Paul Giamatti
Rockstar,Drama,2011,7.7,41000.0,Imtiaz Ali,Ranbir Kapoor
"Big Mommas: Like Father, Like Son",Action,2011,4.4,26000.0,John Whitesell,Martin Lawrence
Tyrannosaur,Drama,2011,7.6,31000.0,Paddy Considine,Peter Mullan
Once Upon a Time in Anatolia,Crime,2011,7.9,44000.0,Nuri Bilge Ceylan,Muhammet Uzuner
The Dilemma,Comedy,2011,5.3,53000.0,Ron Howard,Vince Vaughn
Dolphin Tale,Drama,2011,6.8,23000.0,Charles Martin Smith,Morgan Freeman
The Avengers,Action,2012,8.0,1300000.0,Joss Whedon,Robert Downey Jr.
Django Unchained,Drama,2012,8.4,1400000.0,Quentin Tarantino,Jamie Foxx
The Hobbit: An Unexpected Journey,Adventure,2012,7.8,773000.0,Peter Jackson,Martin Freeman
The Hunger Games,Action,2012,7.2,862000.0,Gary Ross,Jennifer Lawrence
The Dark Knight Rises,Action,2012,8.4,1600000.0,Christopher Nolan,Christian Bale
Pitch Perfect,Comedy,2012,7.1,285000.0,Jason Moore,Anna Kendrick
This Is 40,Comedy,2012,6.2,132000.0,Judd Apatow,Paul Rudd
The Hunt,Drama,2012,8.3,297000.0,Thomas Vinterberg,Mads Mikkelsen
Prometheus,Adventure,2012,7.0,578000.0,Ridley Scott,Noomi Rapace
Moonrise Kingdom,Comedy,2012,7.8,327000.0,Wes Anderson,Jared Gilman
The Impossible,Drama,2012,7.6,208000.0,J.A. Bayona,Naomi Watts
Argo,Biography,2012,7.7,585000.0,Ben Affleck,Ben Affleck
The Twilight Saga: Breaking Dawn - Part 2,Adventure,2012,5.5,236000.0,Bill Condon,Kristen Stewart
Jack Reacher,Action,2012,7.0,317000.0,Christopher McQuarrie,Tom Cruise
Zero Dark Thirty,Drama,2012,7.4,280000.0,Kathryn Bigelow,Jessica Chastain
Cloud Atlas,Action,2012,7.4,349000.0,Tom Tykwer,Tom Hanks
Skyfall,Action,2012,7.7,642000.0,Sam Mendes,Daniel Craig
The Perks of Being a Wallflower,Drama,2012,7.9,475000.0,Stephen Chbosky,Logan Lerman
The Amazing Spider-Man,Action,2012,6.9,571000.0,Marc Webb,Andrew Garfield
Les Misérables,Drama,2012,7.6,315000.0,Tom Hooper,Hugh Jackman
Silver Linings Playbook,Comedy,2012,7.7,675000.0,David O. Russell,Bradley Cooper
Snow White and the Huntsman,Action,2012,6.1,278000.0,Rupert Sanders,Kristen Stewart
The Master,Drama,2012,7.2,160000.0,Paul Thomas Anderson,Philip Seymour Hoffman
Looper,Action,2012,7.4,545000.0,Rian Johnson,Joseph Gordon-Levitt
Killing Them Softly,Crime,2012,6.2,137000.0,Andrew Dominik,Brad Pitt
Flight,Drama,2012,7.3,334000.0,Robert Zemeckis,Denzel Washington
21 Jump Street,Action,2012,7.2,521000.0,Phil Lord,Jonah Hill
Ted,Comedy,2012,6.9,580000.0,Seth MacFarlane,Mark Wahlberg
Sinister,Horror,2012,6.8,229000.0,Scott Derrickson,Ethan Hawke
This Means War,Action,2012,6.3,179000.0,McG,Reese Witherspoon
That's My Boy,Comedy,2012,5.5,94000.0,Sean Anders,Adam Sandler
Lincoln,Biography,2012,7.3,250000.0,Steven Spielberg,Daniel Day-Lewis
Brave,Animation,2012,7.1,383000.0,Mark Andrews,Kelly Macdonald
The Place Beyond the Pines,Crime,2012,7.3,253000.0,Derek Cianfrance,Ryan Gosling
Dredd,Action,2012,7.1,260000.0,Pete Travis,Karl Urban
Dark Shadows,Comedy,2012,6.2,252000.0,Tim Burton,Johnny Depp
John Carter,Action,2012,6.6,260000.0,Andrew Stanton,Taylor Kitsch
Battleship,Action,2012,5.8,240000.0,Peter Berg,Alexander Skarsgård
Magic Mike,Comedy,2012,6.1,134000.0,Steven Soderbergh,Channing Tatum
Hotel Transylvania,Animation,2012,7.1,232000.0,Genndy Tartakovsky,Adam Sandler
Lawless,Crime,2012,7.3,232000.0,John Hillcoat,Tom Hardy
Spring Breakers,Crime,2012,5.3,138000.0,Harmony Korine,Vanessa Hudgens
Underworld: Awakening,Action,2012,6.3,148000.0,Måns Mårlind,Kate Beckinsale
Piranha 3DD,Comedy,2012,3.7,41000.0,John Gulager,Danielle Panabaker
Safe House,Action,2012,6.7,211000.0,Daniel Espinosa,Denzel Washington
Seeking a Friend for the End of the World,Adventure,2012,6.7,109000.0,Lorene Scafaria,Steve Carell
Lore,Drama,2012,7.1,15000.0,Cate Shortland,Saskia Rosendahl
The Bourne Legacy,Action,2012,6.6,290000.0,Tony Gilroy,Jeremy Renner
Abraham Lincoln: Vampire Hunter,Action,2012,5.9,151000.0,Timur Bekmambetov,Benjamin Walker
Wreck-It Ralph,Animation,2012,7.7,390000.0,Rich Moore,John C. Reilly
Total Recall,Action,2012,6.2,244000.0,Len Wiseman,Colin Farrell
Project X,Comedy,2012,6.6,193000.0,Nima Nourizadeh,Thomas Mann
American Reunion,Comedy,2012,6.7,206000.0,Jon Hurwitz,Jason Biggs
Wanderlust,Comedy,2012,5.6,74000.0,David Wain,Jennifer Aniston
Savages,Crime,2012,6.5,126000.0,Oliver Stone,Aaron Taylor-Johnson
Life of Pi,Adventure,2012,7.9,594000.0,Ang Lee,Suraj Sharma
Anna Karenina,Drama,2012,6.6,95000.0,Joe Wright,Keira Knightley
Resident Evil: Retribution,Action,2012,5.4,136000.0,Paul W.S. Anderson,Milla Jovovich
Men in Black 3,Action,2012,6.8,342000.0,Barry Sonnenfeld,Will Smith
Journey 2: The Mysterious Island,Action,2012,5.8,96000.0,Brad Peyton,Josh Hutcherson
Seven Psychopaths,Comedy,2012,7.2,246000.0,Martin McDonagh,Colin Farrell
Rock of Ages,Comedy,2012,5.9,75000.0,Adam Shankman,Julianne Hough
The Dictator,Comedy,2012,6.4,286000.0,Larry Charles,Sacha Baron Cohen
The Watch,Comedy,2012,5.7,123000.0,Akiva Schaffer,Ben Stiller
The Expendables 2,Action,2012,6.6,296000.0,Simon West,Sylvester Stallone
Safety Not Guaranteed,Comedy,2012,7.0,122000.0,Colin Trevorrow,Aubrey Plaza
Chronicle,Adventure,2012,7.0,243000.0,Josh Trank,Dane DeHaan
Red Dawn,Action,2012,5.4,74000.0,Dan Bradley,Chris Hemsworth
End of Watch,Action,2012,7.6,233000.0,David Ayer,Jake Gyllenhaal
Wrath of the Titans,Action,2012,5.7,184000.0,Jonathan Liebesman,Sam Worthington
Mud,Drama,2012,7.4,172000.0,Jeff Nichols,Matthew McConaughey
The Lorax,Animation,2012,6.4,102000.0,Chris Renaud,Zac Efron
